Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Family_Size,Income_PerCap,Total_Spent,Prop_Spending_Income_pc,Total_Puchases,Avg_Ticket,Age,Dt_Customer_InDays,Lives_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow
3,86610.0,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,2,43305.0,1603,0.0370165107955201,18,89.06,63,403,0,0,0,0,1,0
4,80141.0,0,0,20,1184,102,673,52,40,40,1,7,4,10,6,0,1,2,40070.5,2091,0.0521830274141825,22,95.05,28,166,0,0,1,0,0,0
2,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,2,36317.5,981,0.0270117711846905,21,46.71,59,309,0,0,1,0,0,0
3,69016.0,0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,3,23005.33,1533,0.0666367315748133,34,45.09,44,116,0,0,1,0,0,0
2,20193.0,0,0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,2,10096.5,82,0.0081216263061456,7,11.71,23,122,0,0,0,0,1,0
3,27573.0,1,0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,3,9191.0,244,0.0265477097160265,14,17.43,39,239,0,0,1,0,0,0
1,15862.0,1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,2,7931.0,36,0.0045391501702181,5,7.2,35,333,1,0,0,1,0,0
5,49544.0,1,0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,3,16514.67,404,0.0244630985663049,16,25.25,38,198,0,0,1,0,0,0
3,33228.0,1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,3,11076.0,71,0.0064102564102564,6,11.83,34,543,0,0,1,0,0,0
3,70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,2,35220.0,1572,0.0446337308347529,23,68.35,36,436,0,0,0,0,1,0
3,38232.0,1,1,84,43,5,28,7,6,33,4,3,1,3,5,0,0,4,9558.0,122,0.0127641766059845,11,11.09,43,537,0,0,0,0,1,0
5,22554.0,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,4,5638.5,41,0.0072714374390352,10,4.1,59,97,0,0,1,0,0,0
5,23536.0,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,3,7845.33,10,0.0012746436415039,4,2.5,31,675,0,0,1,0,0,0
3,49413.0,0,1,88,205,7,41,3,2,46,2,4,2,5,5,0,0,3,16471.0,304,0.0184566814401068,13,23.38,62,453,0,0,1,0,0,0
3,42231.0,1,1,99,24,0,8,0,1,4,1,1,0,3,5,0,0,4,10557.75,37,0.0035045345835997,5,7.4,45,604,0,0,1,0,0,0
4,78789.0,0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,1,1,78789.0,1754,0.0222619908870527,16,109.62,34,10,1,1,0,0,0,0
3,56534.0,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,3,18844.67,815,0.043248303101089,25,32.6,46,359,0,0,0,0,1,0
3,58350.0,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,2,29175.0,1001,0.0343101970865467,27,37.07,43,159,1,0,0,1,0,0
3,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,1,81217.0,1157,0.0142457859807675,22,52.59,25,355,1,0,0,1,0,0
3,49090.0,0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,2,24545.0,688,0.0280301487064575,21,32.76,63,355,1,0,0,1,0,0
4,61787.0,0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,1,61787.0,1319,0.0213475326524997,19,69.42,27,342,1,1,0,0,0,0
5,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,3,6056.33,21,0.0034674464568476,4,5.25,29,205,0,0,1,0,0,0
2,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,2,12168.0,31,0.0025476660092044,4,7.75,33,29,1,0,0,1,0,0
3,18222.0,0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,2,9111.0,67,0.0073537482164416,6,11.17,24,155,0,0,1,0,0,0
3,62335.0,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,2,31167.5,708,0.0227159701612256,21,33.71,62,298,1,1,0,0,0,0
2,42033.0,1,1,95,11,1,4,2,0,7,1,1,0,2,7,0,0,4,10508.25,25,0.0023790831013727,4,6.25,43,52,0,0,0,0,1,0
5,86580.0,0,0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,2,43290.0,746,0.0172326172326172,11,67.82,31,213,0,0,1,0,0,0
5,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,3,13812.33,32,0.0023167705955476,5,6.4,57,55,1,1,0,0,0,0
4,73705.0,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,3,24568.33,1695,0.0689912582580908,25,67.8,63,584,1,0,0,0,0,1
3,61064.0,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,3,20354.67,1080,0.0530590768604944,28,38.57,38,33,0,0,1,0,0,0
4,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,4,9613.0,72,0.0074898574846561,9,8.0,59,609,0,0,1,0,0,0
3,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,2,9179.0,57,0.0062098267785161,10,5.7,25,479,1,0,0,1,0,0
5,55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,3,18337.33,660,0.0359921537104911,25,26.4,41,600,0,0,0,0,1,0
1,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,1,3,3240.67,103,0.0317835509323689,11,9.36,41,65,0,0,0,0,1,0
5,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,3,12725.0,153,0.0120235756385068,11,13.91,30,421,0,0,1,0,0,0
4,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,3,19552.0,1220,0.0623977086743044,32,38.12,58,53,0,0,0,0,1,0
3,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,3,17372.33,279,0.0160600218853774,13,21.46,49,18,0,0,0,0,1,0
3,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,3,21604.33,745,0.0344838280104034,20,37.25,36,522,0,0,1,0,0,0
5,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,3,18074.0,264,0.0146066172402345,12,22.0,41,580,0,0,1,0,0,0
3,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,0,1,2,41756.0,2157,0.0516572468627263,22,98.05,28,688,0,0,1,0,0,0
4,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,0,1,3,25840.0,1526,0.0590557275541795,23,66.35,55,395,0,0,1,0,0,0
3,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,3,13718.0,69,0.0050298877387374,6,11.5,36,254,0,0,0,0,1,0
3,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,2,40199.0,1597,0.0397273564019005,26,61.42,48,104,0,0,1,0,0,0
1,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,2,9373.0,64,0.0068281233329777,8,8.0,22,669,1,0,0,1,0,0
3,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,3,11732.0,497,0.04236276849642,18,27.61,30,107,0,0,0,0,1,0
3,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,2,30115.0,1067,0.0354308484144114,17,62.76,58,295,1,0,0,1,0,0
3,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,4,5527.0,31,0.0056088293830287,7,4.43,37,648,0,0,1,0,0,0
3,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,4,11098.0,211,0.019012434672914,14,15.07,40,403,0,0,0,0,1,0
5,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,0,1,3,18474.67,877,0.0474704013657618,25,35.08,38,119,0,0,1,0,0,0
3,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,1,0,3,5896.0,11,0.001865671641791,4,2.75,35,168,0,0,1,0,0,0
5,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,2,46245.5,2034,0.0439826577721075,25,81.36,31,276,0,0,1,0,0,0
3,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,90273.0,1991,0.022055321081608,19,104.79,23,503,1,0,0,1,0,0
5,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,82571.0,1686,0.0204187911009918,24,70.25,52,612,1,0,0,0,0,1
5,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,1,2,19256.5,324,0.016825487497728,17,19.06,32,548,1,0,0,1,0,0
4,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,1,2,8326.5,69,0.008286795172041,9,7.67,35,628,1,0,0,1,0,0
3,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,1,4,10646.5,252,0.0236697506222702,16,15.75,59,92,0,0,0,0,1,0
1,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,2,11764.5,54,0.0045900803264057,5,10.8,49,162,1,0,0,1,0,0
4,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,4,18720.25,964,0.0514950387948878,27,35.7,53,222,0,0,0,0,1,0
3,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,3,23702.33,1327,0.0559860570669634,28,47.39,63,203,0,0,1,0,0,0
5,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,4,11727.5,68,0.0057983372415263,7,9.71,50,602,0,0,0,0,1,0
3,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,2,9345.0,60,0.0064205457463884,5,12.0,55,152,0,0,1,0,0,0
3,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,0,0,3,12414.67,55,0.0044302426081402,5,11.0,59,272,1,1,0,0,0,0
3,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,2,41213.5,1456,0.035328229827605,21,69.33,48,591,0,0,0,0,1,0
2,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,2,37671.0,563,0.0149451832974967,18,31.28,56,281,1,0,0,1,0,0
3,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,2,35022.0,1504,0.0429444349266175,26,57.85,60,204,1,1,0,0,0,0
3,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,3,26382.0,564,0.0213782124175574,19,29.68,47,634,1,0,0,1,0,0
3,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,2,38718.5,1125,0.0290558776812118,23,48.91,51,485,0,0,1,0,0,0
3,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,3,18328.0,358,0.0195329550414666,17,21.06,55,664,0,0,1,0,0,0
5,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,3,14134.33,42,0.0029714885671977,5,8.4,43,500,0,0,1,0,0,0
3,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,0,3,18587.0,184,0.0098993920482057,10,18.4,50,634,0,0,0,0,1,0
3,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,3,12430.67,460,0.0370052458958366,19,24.21,31,263,0,0,0,0,1,0
5,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,1,1,45576.0,145,0.0031814990345796,8,18.12,69,668,1,0,0,1,0,0
3,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,1,2,35160.5,1376,0.039134824590094,25,55.04,67,171,0,0,0,0,1,0
5,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,2,29043.0,792,0.0272699101332506,23,34.43,45,175,1,1,0,0,0,0
3,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,2,40897.5,1382,0.0337917965645821,23,60.09,62,89,0,0,1,0,0,0
1,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,2,14194.5,28,0.0019725950191975,4,7.0,67,114,0,0,0,0,1,0
4,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,2,33417.5,1033,0.0309119473329842,24,43.04,68,426,0,0,1,0,0,0
3,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,2,34950.5,882,0.025235690476531,23,38.35,45,304,1,1,0,0,0,0
5,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,0,2,40180.0,2231,0.0555251368840219,15,148.73,65,217,0,0,1,0,0,0
5,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,3,21114.0,1101,0.0521454958795112,19,57.95,53,79,0,0,0,0,1,0
3,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,3,14996.33,369,0.0246060202729601,16,23.06,40,45,0,0,1,0,0,0
2,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,2,15929.5,48,0.0030132772528955,5,9.6,34,578,1,0,0,1,0,0
5,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,2,25784.5,467,0.0181116562275785,19,24.58,65,198,1,0,0,0,0,1
3,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,3,10124.0,44,0.0043461082576056,8,5.5,43,149,1,0,0,0,0,1
1,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,3,5338.0,38,0.0071187710753091,10,3.8,35,231,1,0,0,1,0,0
3,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,4,10280.0,81,0.0078793774319066,9,9.0,46,465,0,0,1,0,0,0
4,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,1,2,19881.5,167,0.0083997686291275,10,16.7,43,371,1,0,0,1,0,0
5,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,4,9681.25,45,0.0046481601032924,7,6.43,59,650,0,0,1,0,0,0
3,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,3,25993.67,664,0.0255446806857207,21,31.62,42,301,0,0,1,0,0,0
2,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,3,20968.33,622,0.0296637834295816,20,31.1,50,408,0,0,1,0,0,0
2,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,2,6766.5,48,0.0070937707825315,7,6.86,35,224,1,1,0,0,0,0
3,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,3,19827.0,461,0.0232511222070913,16,28.81,39,451,0,0,0,0,1,0
3,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,3,24039.0,1073,0.0446358001580764,26,41.27,37,387,0,0,1,0,0,0
2,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,3,7318.33,55,0.0075153757756209,8,6.88,28,405,0,0,1,0,0,0
3,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,3,22377.0,976,0.0436162130759261,26,37.54,58,240,0,0,1,0,0,0
5,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,2,18401.0,20,0.0010868974512254,5,4.0,34,687,1,0,0,1,0,0
3,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,2,35926.5,1149,0.0319819631748152,17,67.59,32,283,0,0,0,0,1,0
1,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,2,14124.5,43,0.0030443555524089,6,7.17,53,686,0,0,1,0,0,0
4,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,0,0,3,15936.0,224,0.0140562248995983,10,22.4,39,448,0,0,1,0,0,0
5,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,1,2,12754.5,101,0.0079187737661217,9,11.22,40,51,1,1,0,0,0,0
5,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,2,25506.0,209,0.0081941503959852,10,20.9,68,263,0,0,1,0,0,0
3,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,1,70596.0,968,0.0137118250325797,21,46.1,29,68,1,0,0,1,0,0
5,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,2,42715.5,1165,0.0272734721588182,17,68.53,62,314,0,0,0,0,1,0
3,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,3,14221.33,24,0.0016876058708995,5,4.8,47,597,0,0,1,0,0,0
3,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,1,4,10646.5,252,0.0236697506222702,16,15.75,59,92,0,0,0,0,1,0
3,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,2,14880.0,165,0.0110887096774193,12,13.75,29,31,1,0,0,1,0,0
5,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,2,14486.5,269,0.0185690125289062,13,20.69,37,76,0,0,1,0,0,0
5,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,3,13145.0,102,0.007759604412324,7,14.57,41,373,0,0,0,0,1,0
2,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,2,32685.0,461,0.0141043292029983,19,24.26,30,368,0,0,1,0,0,0
1,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,2,10097.0,47,0.0046548479746459,7,6.71,35,141,1,0,0,1,0,0
5,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,3,14157.67,144,0.01017116517054,10,14.4,38,568,1,0,0,1,0,0
3,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,2,32295.0,1338,0.0414305620065025,24,55.75,46,77,0,0,1,0,0,0
3,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,3,23744.0,917,0.0386202830188679,25,36.68,55,487,0,0,0,0,1,0
3,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,1,4,8650.0,318,0.0367630057803468,17,18.71,43,156,0,0,0,0,1,0
3,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,3,15634.67,253,0.0161819852929419,14,18.07,47,97,1,0,0,1,0,0
3,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,3,16364.67,502,0.0306758400872122,20,25.1,41,54,0,0,1,0,0,0
3,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,3,12025.0,119,0.0098960498960498,7,17.0,31,498,0,0,0,0,1,0
2,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,4,15209.75,1250,0.0821841253143542,29,43.1,35,30,0,0,0,0,1,0
3,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,3,25766.0,969,0.0376077000698595,24,40.38,35,461,0,0,0,0,1,0
3,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,4,8506.5,76,0.0089343443249279,9,8.44,64,372,0,0,0,0,1,0
5,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,3,16306.0,62,0.0038022813688212,7,8.86,51,622,1,0,0,1,0,0
2,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,2,41061.0,1382,0.0336572416648401,26,53.15,52,382,0,0,0,0,1,0
3,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,2,18848.5,84,0.004456588057405,7,12.0,38,558,1,0,0,1,0,0
3,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,0,0,4,8518.5,255,0.0299348476844514,14,18.21,62,349,0,0,0,0,1,0
4,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,4,7130.0,43,0.0060308555399719,5,8.6,54,320,0,0,1,0,0,0
3,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,2,31267.5,398,0.0127288718317742,14,28.43,59,431,1,0,0,1,0,0
4,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,2,18136.5,76,0.0041904446833733,8,9.5,37,626,1,0,0,1,0,0
3,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,4,15851.0,902,0.0569049271339347,15,60.13,50,677,0,0,0,0,1,0
2,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,3,25258.0,823,0.0325837358460685,21,39.19,33,642,0,0,0,0,1,0
3,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,3,26138.67,1179,0.0451055849436868,26,45.35,38,698,0,0,0,0,1,0
3,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,3,25234.0,1921,0.076127447095189,29,66.24,40,77,0,0,0,0,1,0
4,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,4,14846.25,185,0.0124610591900311,10,18.5,63,273,0,0,0,0,1,0
3,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,1,3,12356.67,433,0.035041803333746,23,18.83,48,234,1,0,0,1,0,0
3,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,0,0,4,11172.25,34,0.0030432544921569,6,5.67,63,530,0,0,1,0,0,0
3,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,3,17992.33,907,0.0504103693073659,27,33.59,56,314,0,0,0,0,1,0
5,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,3,2381.33,416,0.1746922938022029,25,16.64,48,496,1,0,0,1,0,0
3,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,3,6233.67,44,0.0070584422980363,10,4.4,50,310,1,0,0,1,0,0
3,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,1,2,45184.5,1588,0.0351447952284522,17,93.41,58,638,0,0,1,0,0,0
5,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,0,0,1,63159.0,1797,0.0284520020899634,17,105.71,40,99,1,0,0,1,0,0
3,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,4,9439.5,40,0.0042375125801154,6,6.67,48,67,0,0,0,0,1,0
5,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,2,23378.5,1143,0.0488910751331351,21,54.43,51,110,1,0,0,1,0,0
4,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,2,39867.0,914,0.0229262297137983,14,65.29,45,699,0,0,1,0,0,0
3,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,2,31603.5,1502,0.0475263815716613,12,125.17,22,175,0,0,0,0,1,0
3,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,2,36035.5,1338,0.0371300523095281,20,66.9,60,200,1,1,0,0,0,0
5,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,3,7280.0,27,0.0037087912087912,5,5.4,31,357,0,0,0,0,1,0
2,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,0,3,19527.33,763,0.0390734421961425,22,34.68,32,426,0,0,0,0,1,0
3,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,1,1,72282.0,1331,0.0184139896516421,22,60.5,63,355,1,0,0,1,0,0
3,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,4,12596.75,525,0.0416774167940143,19,27.63,58,398,0,0,1,0,0,0
5,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,4,8145.75,9,0.0011048706380627,4,2.25,53,686,0,0,0,0,1,0
3,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,3,20856.0,953,0.0456942846183352,16,59.56,52,617,0,0,0,0,1,0
4,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,3,14878.33,68,0.0045704054151238,7,9.71,43,439,1,1,0,0,0,0
4,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,3,11105.33,131,0.011796137530357,10,13.1,43,432,1,0,0,1,0,0
3,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,3,21322.33,882,0.0413650853354206,23,38.35,46,376,0,0,1,0,0,0
2,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,2,26256.5,1149,0.0437605926151619,25,45.96,36,37,0,0,0,0,1,0
3,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,3,8431.0,37,0.0043885660064049,5,7.4,45,413,0,0,1,0,0,0
5,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,2,27055.5,388,0.0143408918704145,15,25.87,49,392,1,0,0,0,0,1
3,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,1,2,39197.0,1428,0.0364313595428221,16,89.25,28,201,0,0,0,0,1,0
4,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,2,40369.5,1633,0.0404513308314445,24,68.04,56,298,0,0,1,0,0,0
4,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,1,3,7556.33,173,0.0228947121155375,10,17.3,39,297,0,0,0,0,1,0
3,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,2,14618.0,99,0.0067724722944315,9,11.0,27,436,1,0,0,1,0,0
3,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,3,14970.33,215,0.0143617408567479,12,17.92,55,229,0,0,0,0,1,0
5,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,3,18231.0,929,0.05095716087982,31,29.97,52,203,0,0,1,0,0,0
3,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,3,16062.0,219,0.0136346656705267,12,18.25,40,599,0,0,0,0,1,0
3,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,1,4,13702.25,174,0.0126986443832217,12,14.5,37,409,0,0,1,0,0,0
3,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,4,10395.0,92,0.0088504088504088,9,10.22,36,134,0,0,0,0,1,0
5,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,2,40168.0,1052,0.0261900019916351,25,42.08,44,407,0,0,1,0,0,0
3,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,0,3,15914.33,275,0.0172800237270434,14,19.64,57,236,0,0,1,0,0,0
2,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,3,20990.67,587,0.0279648053158855,16,36.69,59,5,0,0,1,0,0,0
5,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,1,2,28666.5,1662,0.0579770812621003,33,50.36,60,55,1,1,0,0,0,0
5,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,3,10771.0,159,0.0147618605514808,11,14.45,32,197,0,0,0,0,1,0
4,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,84953.0,1024,0.0120537238237613,18,56.89,61,309,1,0,0,0,0,1
4,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,2,13535.5,35,0.0025857929149274,7,5.0,46,633,1,1,0,0,0,0
4,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,2,34074.0,1042,0.0305805012619592,15,69.47,57,398,0,0,0,0,1,0
